example_id,true_label,predicted_label,positive_probability,original_token_length,oov_rate,has_negation,text,manual_group,manual_explanation,reviewed_by
yelp:test:1560,0,1,0.9991011619567871,14,0.0,False,"Home of the incredible exploding burrito. This place is awesome if you want to wear your food. Actually, that might be better than eating it. :(",,,
yelp:test:4488,0,1,0.998985230922699,75,0.0,True,"It's good. The rolls are better than the sashimi although one time we had some really nice(and surprising) maguro. We always get the hamachi jalape\u00f1o roll and some sashimi so don't get me wrong when I say the rolls are better than the sashimi. It's still enjoyable. Good atmosphere and my girl likes the martinis. Little Tokyo in Mt. Lebanon and Kiku in Station Square are better. Nakama is good for some enjoyable sushi and, more importantly, the atmosphere.  You can go here and watch the pens game AND eat a roll.  Can't say that about a lot of sushi restaurants.\n\n4.5 of 10 relative to sushi quality alone",,,
yelp:test:2047,1,0,0.001036104978993535,71,0.028169014084507043,True,"Well we finally tried this Arizona landmark. Everything that you've heard is true. Food is mediocre, organ and room is entertaining. The building is all pipes! It resembles an Octoberfest Brewhaus, with a balcony, and long tables with seating in the round. You pay cash for your food and wait to see your number on a board. You then go pick it up and walk it upstairs. Not ideal but ok. \n\nFood was blah. Organist and atmosphere was something we haven't seen before. \n\nEvery one at the table said, so we got this place outta the way. Meaning we've all been trying to experience it. We have. Now we can move on. It's hard to say if I'll go back.",,,
yelp:test:18264,0,1,0.9989588260650635,17,0.0,False,"Good poker room and great structured tournaments. Some of the wait staff is a little ride. They carded my friend for a bottle of water. Yes, water.",,,
yelp:test:23815,0,1,0.9988670349121094,129,0.015503875968992248,True,"This is the neighborhood Foodland that has the bare necessities needed to sustain a pantry or for when the next snowstorm of the century is a day away and you only have minutes to get TP, bread and milk. \n\nThe bakery here is tops, small selection, but really well made specialities. Huge brownies, iced and moist. They are easily 5 inch squares,  topped with things like Oreo cookies, nuts, sprinkles, and other yummy delights. The best thing I found is the individual pineapple upside-down cakes. Perfect for one person, these are just like the big ones, same buttery cake, same crunchy edges from the brown sugar melting as it bakes, and that almost candied pineapple that has bece one of my favorite desserts of all time.\n\nTry the foccacia dripping with evoo, fresh basil and tomatoes and mozzarella cheese, you'll never buy pizzeria pizza ever again. Take a few home and pop them in the oven and enjoy. \n\nI come here when I need the staples of the pantry like eggs, milk, even a pound of ground beef. The deli isn't the greatest but it will do in a pinch. Good rotisserie chickens too.",,,
yelp:test:4655,0,1,0.9987803101539612,34,0.0,False,"good: it's cheap, loud, every now and then a good band will play, good drink selection.\n\nbad: the parking and the crowd.\n\nit's fun to watch the young kids marvel in this new bar they've just discovered and is totally the coolest place, like, ever.  funny stuff.",,,
yelp:test:22663,0,1,0.9987419247627258,117,0.0,True,"About average so far as steakhouses go. My rib eye was very tasty but a little over cooked. I didn't complain because the flavor was still fantastic. I thought the process were quite out of order. I've had better for sell. Over all I'd say they are more for show than content. If you want to have a great high end steak I'd recommend Ruth Chris, LG's, Flemings, or Morton's. If you want to show off how much money you have to or make it rain, Jean Georges is the place. The offered a pork chop for $99 and a special cut steak for $199.  For those prices I'll personally fly anywhere in the country and serve you the best steak you ever had. If you were not born with a silver spoon in your mouth and you have good financial values, you should probably go somewhere else. If your friends are named Justin B, Diddy, or snoop, and your second car just happens to be a Bentley, You'll fit right in. Service good, Ambiance great, Food Fantastic, Service A+, Bottom line, Oh Damn! Bring the Platinum or the Black Card.",,,
yelp:test:36767,0,1,0.9987059831619263,42,0.0,False,Food was really good my only complaint is that if you want cheese and guac on your rolled tacos its gonna cost you and extra 3.50 I just cant stomach paying almost 8 bucks on three rolled tacos.. the torta was good and good priced I just cant get over 23 bucks for 2 orders of rolled tacos and a torta..that's crazy!,,,
yelp:test:9008,0,1,0.9986523985862732,265,0.018867924528301886,True,"-I ordered a whole milk latte.-\n\nNew Lux is what some argue is a 3rd wave coffee shop. That's code for \""""we are a restaurant that serves coffee\"""". And it shows, just as it has in every shop I've been to that tried it.\n\nCoffee: \nThe roasting method is half science and half magic. It's like the creationism of roasting. You stop roasting when it feels right. This causes quite a bit of variation from one visit to another.\n\nBaristas:\nThe staff here are as cool as any of your friendly neighborhood hipsters. They usually remember my name and they do enough volume in a shift to get good and practiced making latte art. \nThe grind is pre-ground which oxidizes the coffee before it is brewed.\nThe tamp appears to vary by the body weight of the barista.\nThe pull seems weird with a bunch of gauges that seem placed there for show as none of the staff seem to pay any attention to the contraption. \nMilk steaming here is near perfection, with fancy pants latte art and proper cappuccinos. \n\nTasting:\nThe temperature of the coffee is perfect, as this is a component mainly of milk steaming skills.\nThe pull today however, was far to the bitter side making my latte taste more like an IPA than a sweetly balanced coffee.\nThe staff is more than friendly and when the drinks are delivered they call out your name and drink. It's presented in proper china and with efficient but respectful flair. \n\nShop: \nI love people watching here, somehow this is the go to place for scenesters and the beautiful people of Phoenix. It's like that club you go to that only lets models in. \nNew Lux suffers from some of the same problems as Old Lux; seating is akin to taking up residence in a sardine can (but there is a lot more of it now!). The baristas are either hard of hearing or just prefer that no one can talk over the music, I usually just put my headphones in as earplugs so I can think.\nTheir internet is still free and is vastly superior to the wifi they had at the old Lux. \nThe drink prices are fair and what you'd expect at any specialty coffee shop, the pastries can get a little expensive. Credit cards are welcomed and the loyalty card gets every 11th coffee for free.\n\nJeff is much more focused on the bar at this public house, which I'd recommend Lux for far more than for coffee.",,,
yelp:test:7959,0,1,0.9986483454704285,27,0.0,False,This place is a blast from the past in every way shape and form -  The Only thing it has going for it is how close it is to the convention center \nBring you Ebola hazard suits here - you will need them - who knows what is hidden behind the walls of this place,,,
